analyte,value_ug_L,endpoint,species_id,source_doc,source_page,verified,notes
Phenol,37229.02,acute_LC50,Sp_028,Warne2000,87,TRUE,NA
Phenol,40029.17,acute_LC50,Sp_029,Warne2000,87,TRUE,NA
Phenol,7093.66,acute_LC50,Sp_030,Warne2000,87,TRUE,NA
Phenol,21794.49,acute_LC50,Sp_031,Warne2000,87,TRUE,NA
Phenol,64652.92,acute_LC50,Sp_032,Warne2000,87,TRUE,NA
Phenol,103963.09,acute_LC50,Sp_033,Warne2000,87,TRUE,NA
Phenol,50000,acute_LC50,Sp_034,Warne2000,87,TRUE,NA
Phenol,36000,acute_LC50,Sp_035,Warne2000,87,TRUE,NA
Phenol,126000,acute_LC50,Sp_036,Warne2000,87,TRUE,NA
Phenol,8800,acute_LC50,Sp_037,Warne2000,87,TRUE,NA
Phenol,32000,acute_LC50,Sp_038,Warne2000,87,TRUE,NA
Phenol,7337.58,acute_LC50,Sp_039,Warne2000,87,TRUE,NA
Phenol,42000,acute_LC50,Sp_040,Warne2000,87,TRUE,NA
Phenol,20000,acute_LC50,Sp_041,Warne2000,87,TRUE,NA
Phenol,114000,acute_LC50,Sp_042,Warne2000,87,TRUE,NA
Phenol,132000,acute_LC50,Sp_043,Warne2000,87,TRUE,NA
Phenol,106338.63,acute_LC50,Sp_044,Warne2000,87,TRUE,NA
Phenol,7000,acute_LC50,Sp_045,Warne2000,87,TRUE,NA
Phenol,16553.55,acute_LC50,Sp_046,Warne2000,87,TRUE,NA
Phenol,11714.25,acute_LC50,Sp_047,Warne2000,87,TRUE,NA
Phenol,56483.71,acute_LC50,Sp_048,Warne2000,87,TRUE,NA
Phenol,39700,acute_LC50,Sp_049,Warne2000,87,TRUE,NA
Phenol,130000,acute_LC50,Sp_050,Warne2000,87,TRUE,NA
Phenol,22912.88,acute_LC50,Sp_051,Warne2000,87,TRUE,NA
Phenol,37400,acute_LC50,Sp_052,Warne2000,87,TRUE,NA
Phenol,63029.84,acute_LC50,Sp_053,Warne2000,87,TRUE,NA
Phenol,55645.51,acute_LC50,Sp_054,Warne2000,87,TRUE,NA
Phenol,18000,acute_LC50,Sp_055,Warne2000,87,TRUE,NA
Phenol,21000,acute_LC50,Sp_056,Warne2000,87,TRUE,NA
Phenol,57000,acute_LC50,Sp_057,Warne2000,87,TRUE,NA
Phenol,6000,acute_LC50,Sp_058,Warne2000,87,TRUE,NA
Phenol,37000,acute_LC50,Sp_059,Warne2000,87,TRUE,NA
Phenol,16000,acute_LC50,Sp_060,Warne2000,87,TRUE,NA
Phenol,50000,acute_LC50,Sp_061,Warne2000,87,TRUE,NA
Phenol,30000,acute_LC50,Sp_062,Warne2000,87,TRUE,NA
Phenol,190000,acute_LC50,Sp_063,Warne2000,87,TRUE,NA
Phenol,190000,acute_LC50,Sp_064,Warne2000,87,TRUE,NA
Phenol,16933.69,acute_LC50,Sp_065,Warne2000,87,TRUE,NA
Phenol,2000,acute_LC50,Sp_066,Warne2000,87,TRUE,NA
Phenol,670820.39,acute_LC50,Sp_067,Warne2000,87,TRUE,NA
Phenol,240000,acute_LC50,Sp_068,Warne2000,87,TRUE,NA
Phenol,944911.28,acute_LC50,Sp_069,Warne2000,87,TRUE,NA
Phenol,346410.16,acute_LC50,Sp_070,Warne2000,87,TRUE,NA
Phenol,161961.09,acute_LC50,Sp_071,Warne2000,87,TRUE,NA
Phenol,80500,acute_LC50,Sp_072,Warne2000,87,TRUE,NA
Phenol,33602.96,acute_LC50,Sp_073,Warne2000,87,TRUE,NA
Phenol,28000,acute_LC50,Sp_074,Warne2000,87,TRUE,NA
Phenol,50000,acute_LC50,Sp_075,Warne2000,87,TRUE,NA
Phenol,287749.89,acute_LC50,Sp_076,Warne2000,87,TRUE,NA
Phenol,69800,acute_LC50,Sp_077,Warne2000,87,TRUE,NA
Phenol,2000000,acute_LC50,Sp_078,Warne2000,87,TRUE,NA
Phenol,16000,acute_LC50,Sp_079,Warne2000,87,TRUE,NA
Phenol,200000,acute_LC50,Sp_080,Warne2000,87,TRUE,NA
Phenol,1000000,acute_LC50,Sp_081,Warne2000,87,TRUE,NA
Phenol,440000,acute_LC50,Sp_082,Warne2000,87,TRUE,NA
Phenol,860000,acute_LC50,Sp_083,Warne2000,87,TRUE,NA
Phenol,432666.15,acute_LC50,Sp_084,Warne2000,87,TRUE,NA
Phenol,1084634.89,acute_LC50,Sp_085,Warne2000,87,TRUE,NA
Phenol,214476.11,acute_LC50,Sp_086,Warne2000,87,TRUE,NA
Phenol,500000,acute_LC50,Sp_087,Warne2000,87,TRUE,NA
Phenol,2000,acute_LC50,Sp_088,Warne2000,87,TRUE,NA
Phenol,30000,acute_LC50,Sp_089,Warne2000,87,TRUE,NA
Phenol,2000,acute_LC50,Sp_090,Warne2000,87,TRUE,NA
Phenol,7000,acute_LC50,Sp_091,Warne2000,87,TRUE,NA
Phenol,50000,acute_LC50,Sp_092,Warne2000,87,TRUE,NA
Phenol,7000,acute_LC50,Sp_093,Warne2000,87,TRUE,NA
Phenol,450000,acute_LC50,Sp_094,Warne2000,87,TRUE,NA
Phenol,100000,acute_LC50,Sp_095,Warne2000,87,TRUE,NA
Phenol,400000,acute_LC50,Sp_096,Warne2000,87,TRUE,NA
Phenol,2000,acute_LC50,Sp_097,Warne2000,87,TRUE,NA
Phenol,24000,acute_LC50,Sp_098,Warne2000,87,TRUE,NA
Phenol,1074342.85,acute_LC50,Sp_099,Warne2000,87,TRUE,NA
Phenol,280000,acute_LC50,Sp_100,Warne2000,87,TRUE,NA
Phenol,173129.25,acute_LC50,Sp_101,Warne2000,87,TRUE,NA
Phenol,22000,acute_LC50,Sp_102,Warne2000,87,TRUE,NA
Phenol,30000,acute_LC50,Sp_103,Warne2000,87,TRUE,NA
Phenol,70888.67,acute_LC50,Sp_104,Warne2000,87,TRUE,NA
Phenol,854634.42,acute_LC50,Sp_105,Warne2000,87,TRUE,NA
Phenol,50000,acute_LC50,Sp_106,Warne2000,87,TRUE,NA
Phenol,1000000,acute_LC50,Sp_107,Warne2000,87,TRUE,NA
Phenol,580000,acute_LC50,Sp_108,Warne2000,87,TRUE,NA
Phenol,564621.62,acute_LC50,Sp_109,Warne2000,87,TRUE,NA
Phenol,320000,acute_LC50,Sp_110,Warne2000,87,TRUE,NA
Phenol,100000,acute_LC50,Sp_111,Warne2000,87,TRUE,NA
Phenol,157590.97,acute_LC50,Sp_112,Warne2000,87,TRUE,NA
Phenol,160790.56,acute_LC50,Sp_113,Warne2000,87,TRUE,NA
Phenol,265000,acute_LC50,Sp_114,Warne2000,87,TRUE,NA
Phenol,125701.75,acute_LC50,Sp_115,Warne2000,87,TRUE,NA
Phenol,350000,acute_LC50,Sp_116,Warne2000,87,TRUE,NA
Phenol,368385.17,acute_LC50,Sp_117,Warne2000,87,TRUE,NA
Phenol,288444.1,acute_LC50,Sp_118,Warne2000,87,TRUE,NA
Phenol,260000,acute_LC50,Sp_119,Warne2000,87,TRUE,NA
Phenol,107000,acute_LC50,Sp_120,Warne2000,87,TRUE,NA
Phenol,94000,acute_LC50,Sp_121,Warne2000,87,TRUE,NA
Phenol,520000,acute_LC50,Sp_122,Warne2000,87,TRUE,NA
Phenol,370000,acute_LC50,Sp_123,Warne2000,87,TRUE,NA
Phenol,920516.41,acute_LC50,Sp_124,Warne2000,87,TRUE,NA
Phenol,1000000,acute_LC50,Sp_125,Warne2000,87,TRUE,NA
Phenol,1000000,acute_LC50,Sp_126,Warne2000,87,TRUE,NA
Phenol,95394.71,acute_LC50,Sp_127,Warne2000,87,TRUE,NA
Phenol,420000,acute_LC50,Sp_128,Warne2000,87,TRUE,NA
Phenol,357559.07,acute_LC50,Sp_129,Warne2000,87,TRUE,NA
Phenol,120000,acute_LC50,Sp_130,Warne2000,87,TRUE,NA
Phenol,460000,acute_LC50,Sp_131,Warne2000,87,TRUE,NA
Phenol,1080000,acute_LC50,Sp_132,Warne2000,87,TRUE,NA
Phenol,480000,acute_LC50,Sp_133,Warne2000,87,TRUE,NA
Phenol,1280000,acute_LC50,Sp_134,Warne2000,87,TRUE,NA
Phenol,290000,acute_LC50,Sp_135,Warne2000,87,TRUE,NA
Phenol,823771.81,acute_LC50,Sp_136,Warne2000,87,TRUE,NA
Phenol,35600,acute_LC50,Sp_137,Warne2000,87,TRUE,NA
Phenol,120000,acute_LC50,Sp_138,Warne2000,87,TRUE,NA
Phenol,750999.33,acute_LC50,Sp_139,Warne2000,87,TRUE,NA
Phenol,340000,acute_LC50,Sp_140,Warne2000,87,TRUE,NA
Phenol,59000,acute_LC50,Sp_141,Warne2000,87,TRUE,NA
Phenol,230867.93,acute_LC50,Sp_142,Warne2000,87,TRUE,NA
Phenol,100000,acute_LC50,Sp_143,Warne2000,87,TRUE,NA
Phenol,66675.64,acute_LC50,Sp_144,Warne2000,87,TRUE,NA
Phenol,150000,acute_LC50,Sp_145,Warne2000,87,TRUE,NA
Phenol,64000,acute_LC50,Sp_146,Warne2000,87,TRUE,NA
Phenol,148098.49,acute_LC50,Sp_147,Warne2000,87,TRUE,NA
Phenol,370000,acute_LC50,Sp_148,Warne2000,87,TRUE,NA
Phenol,102000,acute_LC50,Sp_149,Warne2000,87,TRUE,NA
Phenol,72876.27,acute_LC50,Sp_150,Warne2000,87,TRUE,NA
2-Chlorophenol,10700,acute_LC50,Sp_001,Warne2000,NA,FALSE,Freshwater MR; acute data (Warne 2000). ACR unspecified; implied ~9.4 from published DGV; default 10 used.
2-Chlorophenol,20472.7,acute_LC50,Sp_002,Warne2000,NA,FALSE,NA
2-Chlorophenol,8674.24,acute_LC50,Sp_003,Warne2000,NA,FALSE,NA
2-Chlorophenol,13458.3,acute_LC50,Sp_004,Warne2000,NA,FALSE,NA
2-Chlorophenol,5235.81,acute_LC50,Sp_005,Warne2000,NA,FALSE,NA
2-Chlorophenol,6900,acute_LC50,Sp_006,Warne2000,NA,FALSE,NA
2-Chlorophenol,170000,acute_LC50,Sp_007,Warne2000,89,TRUE,NA
2-Chlorophenol,50000,acute_LC50,Sp_008,Warne2000,89,TRUE,NA
2-Chlorophenol,70000,acute_LC50,Sp_009,Warne2000,89,TRUE,NA
2-Chlorophenol,67970,acute_LC50,Sp_010,Warne2000,89,TRUE,NA
"2,4,6-Trichlorophenol",643.43,acute_LC50,Sp_001,Warne2000,NA,FALSE,Freshwater MR; acute data (Warne 2000). ACR unspecified; implied ~12.5 from published DGV; default 10 used.
"2,4,6-Trichlorophenol",2220.13,acute_LC50,Sp_002,Warne2000,NA,FALSE,NA
"2,4,6-Trichlorophenol",1768.94,acute_LC50,Sp_003,Warne2000,NA,FALSE,NA
"2,4,6-Trichlorophenol",362.22,acute_LC50,Sp_004,Warne2000,NA,FALSE,NA
"2,4,6-Trichlorophenol",646.75,acute_LC50,Sp_005,Warne2000,NA,FALSE,NA
"2,4,6-Trichlorophenol",5466.14,acute_LC50,Sp_006,Warne2000,NA,FALSE,NA
"2,4,6-Trichlorophenol",779.33,acute_LC50,Sp_007,Warne2000,97,TRUE,NA
"2,4,6-Trichlorophenol",5500,acute_LC50,Sp_008,Warne2000,97,TRUE,NA
"2,4,6-Trichlorophenol",10000,acute_LC50,Sp_009,Warne2000,97,TRUE,NA
"2,4,6-Trichlorophenol",5600,acute_LC50,Sp_010,Warne2000,97,TRUE,NA
"2,4,6-Trichlorophenol",3500,acute_LC50,Sp_011,Warne2000,97,TRUE,NA
"2,4,6-Trichlorophenol",1200,acute_LC50,Sp_012,Warne2000,97,TRUE,NA
"2,4,6-Trichlorophenol",3990,acute_LC50,Sp_013,Warne2000,97,TRUE,NA
Pentachlorophenol,41,chronic_NOEC,Sp_001,Warne2000,NA,FALSE,"Freshwater HR chronic SSD (Warne 2000). n=11. ANZECC adopted MR TV (HC5_acute÷ACR=4.5=10 µg/L) rather than HR HC5 (24 µg/L). These chronic values give HC5≈9.2 µg/L, close to the MR-derived trigger."
Pentachlorophenol,271,chronic_NOEC,Sp_002,Warne2000,NA,FALSE,NA
Pentachlorophenol,44.9,chronic_NOEC,Sp_003,Warne2000,NA,FALSE,NA
Pentachlorophenol,100,chronic_NOEC,Sp_004,Warne2000,NA,FALSE,NA
Pentachlorophenol,250,chronic_NOEC,Sp_005,Warne2000,NA,FALSE,NA
Pentachlorophenol,50,chronic_NOEC,Sp_006,Warne2000,NA,FALSE,NA
Pentachlorophenol,8.2,chronic_NOEC,Sp_007,Warne2000,NA,FALSE,NA
Pentachlorophenol,130,chronic_NOEC,Sp_008,Warne2000,NA,FALSE,NA
Pentachlorophenol,30,chronic_NOEC,Sp_009,Warne2000,NA,FALSE,NA
Pentachlorophenol,65,chronic_NOEC,Sp_010,Warne2000,NA,FALSE,NA
Pentachlorophenol,18,chronic_NOEC,Sp_011,Warne2000,NA,FALSE,NA
As(V),9.8,chronic_NOEC,Sp_AsV_001,Warne2000,4,FALSE,Algae sp.; corrected NOEC from acute data (Warne 2000 p.4)
As(V),22.63,chronic_NOEC,Sp_AsV_002,Warne2000,4,FALSE,Algae sp.; corrected NOEC from acute data (Warne 2000 p.4)
As(V),510.84,chronic_NOEC,Sp_AsV_003,Warne2000,4,FALSE,Crustacean sp.; corrected NOEC (Warne 2000 p.4)
As(V),973,chronic_NOEC,Sp_AsV_004,Warne2000,4,FALSE,Fish: Oncorhynchus mykiss 28-day NOEC (Warne 2000 p.4)
As(V),973,chronic_NOEC,Sp_AsV_005,Warne2000,4,FALSE,Crustacean sp. 28-day NOEC (Warne 2000 p.4)
As(V),973,chronic_NOEC,Sp_AsV_006,Warne2000,4,FALSE,Insect: Pteronarcys dorsata 28-day NOEC (Warne 2000 p.4)
As(V),973,chronic_NOEC,Sp_AsV_007,Warne2000,4,FALSE,Mollusc sp. 1 28-day NOEC (Warne 2000 p.4)
As(V),973,chronic_NOEC,Sp_AsV_008,Warne2000,4,FALSE,Mollusc sp. 2 28-day NOEC (Warne 2000 p.4)
As(V),7843.6,chronic_NOEC,Sp_AsV_009,Warne2000,4,FALSE,Algae sp. (Warne 2000 p.4)
As(V),15886,chronic_NOEC,Sp_AsV_010,Warne2000,4,FALSE,Algae sp. (Warne 2000 p.4)
